year,date1,cases,end_cases,perc_cng_cases
2020,20200901,137.0,186.0,0.35766423357664234
2020,20201001,187.0,254.0,0.3582887700534759
2020,20201101,257.0,314.0,0.22178988326848248
2020,20200801,999.0,1604.0,0.6056056056056056
2020,20200901,1624.0,2290.0,0.4100985221674877
2020,20201001,2328.0,3322.0,0.4269759450171821
2020,20201101,3344.0,3841.0,0.1486244019138756
2020,20200801,2652.0,3930.0,0.4819004524886878
2020,20200901,3991.0,6195.0,0.5522425457278878
2020,20201001,6266.0,8622.0,0.3759974465368656
2020,20201101,8726.0,10830.0,0.24111849644739858
2020,20200801,2964.0,3324.0,0.1214574898785425
2020,20200901,3334.0,4166.0,0.2495500899820036
2020,20201001,4198.0,5375.0,0.28037160552644114
2020,20201101,5405.0,6537.0,0.20943570767807584
2020,20200801,46.0,140.0,2.0434782608695654
2020,20200901,140.0,219.0,0.5642857142857143
2020,20201001,221.0,313.0,0.416289592760181
2020,20201101,323.0,503.0,0.5572755417956656
2020,20200801,49.0,90.0,0.8367346938775511
2020,20200901,90.0,107.0,0.18888888888888888
2020,20201001,111.0,185.0,0.6666666666666666
2020,20201101,185.0,249.0,0.34594594594594597
2020,20200801,2047.0,2191.0,0.07034684904738642
2020,20200901,2196.0,2332.0,0.061930783242258654
2020,20201001,2333.0,2621.0,0.12344620660094299
2020,20201101,2638.0,3361.0,0.27407126611068994
2020,20200801,3241.0,3581.0,0.10490589324282629
2020,20200901,3595.0,3811.0,0.06008344923504868
2020,20201001,3810.0,4054.0,0.06404199475065617
2020,20201101,4076.0,4540.0,0.11383709519136408
2020,20200801,2694.0,4048.0,0.5025983667409057
2020,20200901,4117.0,5610.0,0.36264270099587076
2020,20201001,5664.0,7262.0,0.2821327683615819
2020,20201101,7324.0,8420.0,0.14964500273074824
2020,20200801,1219.0,1533.0,0.2575881870385562
2020,20200901,1546.0,1908.0,0.23415265200517466
2020,20201001,1918.0,2554.0,0.3315954118873827
2020,20201101,2566.0,3821.0,0.4890880748246298
2020,20200801,374.0,826.0,1.2085561497326203
2020,20200901,831.0,1223.0,0.4717208182912154
2020,20201001,1234.0,1705.0,0.38168557536466774
2020,20201101,1708.0,2254.0,0.319672131147541
2020,20200801,65.0,97.0,0.49230769230769234
2020,20200901,99.0,105.0,0.06060606060606061
2020,20201001,105.0,123.0,0.17142857142857143
2020,20201101,126.0,139.0,0.10317460317460317
2020,20200801,12518.0,15714.0,0.25531235021568943
2020,20200901,15804.0,17649.0,0.11674259681093394
2020,20201001,17704.0,21488.0,0.21373700858563036
2020,20201101,21777.0,31140.0,0.4299490287918446
2020,20200801,2649.0,3329.0,0.2567006417516044
2020,20200901,3355.0,3858.0,0.14992548435171385
2020,20201001,3879.0,4960.0,0.27868007218355245
2020,20201101,4998.0,6365.0,0.2735094037615046
2020,20200801,1635.0,2171.0,0.32782874617737
2020,20200901,2203.0,2820.0,0.2800726282342261
2020,20201001,2883.0,3836.0,0.3305584460631287
2020,20201101,3874.0,4593.0,0.18559628291171915
2020,20200801,21410.0,25975.0,0.21321812237272303
2020,20200901,26019.0,29005.0,0.11476228909642953
2020,20201001,29065.0,34900.0,0.20075692413555823
2020,20201101,34980.0,41553.0,0.1879073756432247
2020,20200801,1624.0,2103.0,0.29495073891625617
2020,20200901,2118.0,2803.0,0.32341831916902736
2020,20201001,2834.0,4394.0,0.5504587155963303
2020,20201101,4545.0,7950.0,0.7491749174917491
2020,20200801,2279.0,3167.0,0.3896445809565599
2020,20200901,3179.0,3595.0,0.13085876061654608
2020,20201001,3621.0,4531.0,0.25131179232256284
2020,20201101,4538.0,5167.0,0.1386073159982371
2020,20200801,102.0,222.0,1.1764705882352942
2020,20200901,223.0,318.0,0.4260089686098655
2020,20201001,326.0,787.0,1.4141104294478528
2020,20201101,825.0,1166.0,0.41333333333333333
2020,20200801,663.0,1375.0,1.0739064856711915
2020,20200901,1420.0,2340.0,0.647887323943662
2020,20201001,2391.0,2961.0,0.2383939774153074
2020,20201101,2961.0,4035.0,0.36271529888551163
2020,20200801,126.0,167.0,0.3253968253968254
2020,20200901,171.0,362.0,1.1169590643274854
2020,20201001,382.0,828.0,1.1675392670157068
2020,20201101,859.0,1833.0,1.1338766006984866
2020,20200801,73.0,112.0,0.5342465753424658
2020,20200901,112.0,214.0,0.9107142857142857
2020,20201001,219.0,302.0,0.3789954337899543
2020,20201101,305.0,367.0,0.20327868852459016
2020,20200801,10354.0,13496.0,0.3034576009271779
2020,20200901,13573.0,16438.0,0.211080822220585
2020,20201001,16614.0,23390.0,0.4078488022149994
2020,20201101,23619.0,33903.0,0.4354121681696939
2020,20200801,173.0,247.0,0.4277456647398844
2020,20200901,252.0,312.0,0.23809523809523808
2020,20201001,315.0,426.0,0.3523809523809524
2020,20201101,426.0,498.0,0.16901408450704225
2020,20200801,128.0,177.0,0.3828125
2020,20200901,178.0,243.0,0.3651685393258427
2020,20201001,248.0,376.0,0.5161290322580645
2020,20201101,373.0,697.0,0.868632707774799
2020,20200801,16.0,27.0,0.6875
2020,20200901,29.0,87.0,2.0
2020,20201001,93.0,177.0,0.9032258064516129
2020,20201101,180.0,264.0,0.4666666666666667
2020,20200801,789.0,1155.0,0.46387832699619774
2020,20200901,1162.0,1311.0,0.12822719449225473
2020,20201001,1314.0,1426.0,0.0852359208523592
2020,20201101,1426.0,1710.0,0.19915848527349228
2020,20200801,122.0,252.0,1.0655737704918034
2020,20200901,257.0,507.0,0.9727626459143969
2020,20201001,527.0,846.0,0.6053130929791272
2020,20201101,848.0,1441.0,0.6992924528301887
2020,20200801,1503.0,2039.0,0.35662009314703924
2020,20200901,2049.0,3474.0,0.6954612005856515
2020,20201001,3539.0,5769.0,0.6301215032495056
2020,20201101,5857.0,8200.0,0.40003414717432134
2020,20200801,5845.0,6951.0,0.18922155688622755
2020,20200901,6978.0,7843.0,0.1239610203496704
2020,20201001,7883.0,9276.0,0.17670937460357733
2020,20201101,9292.0,10569.0,0.13743004735256134
2020,20200801,21322.0,26460.0,0.24097176625082076
2020,20200901,26683.0,30548.0,0.14484878012217517
2020,20201001,30666.0,35256.0,0.1496771668949325
2020,20201101,35429.0,39305.0,0.10940190239634198
2020,20200801,150.0,259.0,0.7266666666666667
2020,20200901,322.0,448.0,0.391304347826087
2020,20201001,448.0,497.0,0.109375
2020,20201101,499.0,544.0,0.09018036072144289
2020,20200801,485.0,801.0,0.6515463917525773
2020,20200901,825.0,2022.0,1.450909090909091
2020,20201001,2038.0,3882.0,0.9048086359175662
2020,20201101,4001.0,6685.0,0.6708322919270182
2020,20200801,8548.0,9872.0,0.15489003275620028
2020,20200901,9947.0,11500.0,0.15612747562079018
2020,20201001,11574.0,13413.0,0.15889061689994816
2020,20201101,13531.0,18983.0,0.4029266129628261
2020,20200801,507.0,776.0,0.5305719921104537
2020,20200901,774.0,966.0,0.24806201550387597
2020,20201001,983.0,1263.0,0.28484231943031535
2020,20201101,1274.0,1810.0,0.4207221350078493
2020,20200801,954.0,1349.0,0.4140461215932914
2020,20200901,1358.0,1567.0,0.15390279823269515
2020,20201001,1579.0,2223.0,0.4078530715642812
2020,20201101,2261.0,3764.0,0.664750110570544
2020,20200801,1020.0,1404.0,0.3764705882352941
2020,20200901,1434.0,1620.0,0.1297071129707113
2020,20201001,1623.0,1766.0,0.08810844115834873
2020,20201101,1768.0,1908.0,0.07918552036199095
2020,20200801,7908.0,11183.0,0.4141375821952453
2020,20200901,11256.0,12353.0,0.0974591329068941
2020,20201001,12393.0,13642.0,0.10078269991124021
2020,20201101,13704.0,15436.0,0.12638645650904845
2020,20200801,15689.0,18417.0,0.1738797883867678
2020,20200901,18508.0,20981.0,0.13361789496433973
2020,20201001,21018.0,24103.0,0.1467789513750119
2020,20201101,24233.0,27270.0,0.12532497008211943
2020,20200801,1243.0,2277.0,0.831858407079646
2020,20200901,2313.0,3219.0,0.39169909208819714
2020,20201001,3259.0,4275.0,0.31175207118748083
2020,20201101,4286.0,5107.0,0.1915538964069062
2020,20200801,668.0,1082.0,0.6197604790419161
2020,20200901,1087.0,1426.0,0.31186752529898804
2020,20201001,1439.0,2016.0,0.4009728978457262
2020,20201101,2038.0,2779.0,0.36359175662414134
2020,20200801,116.0,215.0,0.853448275862069
2020,20200901,219.0,357.0,0.6301369863013698
2020,20201001,368.0,480.0,0.30434782608695654
2020,20201101,485.0,826.0,0.7030927835051546
2020,20200801,81.0,145.0,0.7901234567901234
2020,20200901,148.0,193.0,0.30405405405405406
2020,20201001,198.0,454.0,1.292929292929293
2020,20201101,475.0,929.0,0.9557894736842105
2020,20200801,83.0,100.0,0.20481927710843373
2020,20200901,99.0,111.0,0.12121212121212122
2020,20201001,111.0,142.0,0.27927927927927926
2020,20201101,128.0,184.0,0.4375
2020,20200801,33.0,153.0,3.6363636363636362
2020,20200901,152.0,205.0,0.34868421052631576
2020,20201001,206.0,253.0,0.22815533980582525
2020,20201101,257.0,296.0,0.1517509727626459
2020,20200801,1898.0,3091.0,0.6285563751317176
2020,20200901,3154.0,4114.0,0.3043753963221306
2020,20201001,4160.0,5243.0,0.2603365384615385
2020,20201101,5261.0,6122.0,0.1636570994107584
2020,20200801,4883.0,6160.0,0.26151955764898627
2020,20200901,6220.0,7097.0,0.1409967845659164
2020,20201001,7182.0,9121.0,0.2699805068226121
2020,20201101,9221.0,11366.0,0.23262119076022122
2020,20200801,1177.0,1565.0,0.3296516567544605
2020,20200901,1567.0,1794.0,0.14486279514996808
2020,20201001,1808.0,2120.0,0.17256637168141592
2020,20201101,2185.0,2362.0,0.08100686498855836
2020,20200801,105.0,166.0,0.580952380952381
2020,20200901,168.0,293.0,0.7440476190476191
2020,20201001,304.0,569.0,0.8717105263157895
2020,20201101,575.0,682.0,0.18608695652173912
2020,20200801,116.0,544.0,3.689655172413793
2020,20200901,549.0,627.0,0.14207650273224043
2020,20201001,628.0,773.0,0.23089171974522293
2020,20201101,784.0,809.0,0.03188775510204082
2020,20200801,354.0,554.0,0.5649717514124294
2020,20200901,563.0,758.0,0.3463587921847247
2020,20201001,765.0,986.0,0.28888888888888886
2020,20201101,989.0,1134.0,0.14661274014155712
2020,20200801,48.0,59.0,0.22916666666666666
2020,20200901,61.0,154.0,1.5245901639344261
2020,20201001,157.0,394.0,1.5095541401273886
2020,20201101,394.0,564.0,0.43147208121827413
2020,20200801,118.0,343.0,1.9067796610169492
2020,20200901,345.0,552.0,0.6
2020,20201001,556.0,1081.0,0.9442446043165468
2020,20201101,1110.0,1717.0,0.5468468468468468
2020,20200801,208.0,284.0,0.36538461538461536
2020,20200901,286.0,325.0,0.13636363636363635
2020,20201001,326.0,417.0,0.2791411042944785
2020,20201101,417.0,583.0,0.3980815347721823
2020,20200801,212.0,296.0,0.39622641509433965
2020,20200901,297.0,353.0,0.18855218855218855
2020,20201001,353.0,406.0,0.1501416430594901
2020,20201101,412.0,634.0,0.5388349514563107
2020,20200801,150.0,264.0,0.76
2020,20200901,264.0,393.0,0.48863636363636365
2020,20201001,393.0,594.0,0.5114503816793893
2020,20201101,594.0,919.0,0.5471380471380471
2020,20200801,250.0,466.0,0.864
2020,20200901,481.0,672.0,0.3970893970893971
2020,20201001,677.0,903.0,0.33382570162481534
2020,20201101,906.0,1146.0,0.26490066225165565
2020,20200801,785.0,1086.0,0.3834394904458599
2020,20200901,1088.0,1215.0,0.11672794117647059
2020,20201001,1219.0,1348.0,0.10582444626743231
2020,20201101,1359.0,1532.0,0.12729948491537896
2020,20200801,45.0,53.0,0.17777777777777778
2020,20200901,52.0,62.0,0.19230769230769232
2020,20201001,62.0,82.0,0.3225806451612903
2020,20201101,86.0,170.0,0.9767441860465116
2020,20200801,404.0,430.0,0.06435643564356436
2020,20200901,392.0,431.0,0.09948979591836735
2020,20201001,412.0,479.0,0.16262135922330098
2020,20201101,483.0,562.0,0.16356107660455488
2020,20200801,111.0,175.0,0.5765765765765766
2020,20200901,176.0,199.0,0.13068181818181818
2020,20201001,201.0,256.0,0.2736318407960199
2020,20201101,258.0,297.0,0.1511627906976744
2020,20200801,516.0,1025.0,0.9864341085271318
2020,20200901,1040.0,1828.0,0.7576923076923077
2020,20201001,1855.0,2879.0,0.5520215633423181
2020,20201101,2941.0,4067.0,0.3828629717783067
2020,20200801,9.0,20.0,1.2222222222222223
2020,20200901,20.0,31.0,0.55
2020,20201001,33.0,94.0,1.8484848484848484
2020,20201101,94.0,147.0,0.5638297872340425
2020,20200801,50.0,58.0,0.16
2020,20200901,58.0,66.0,0.13793103448275862
2020,20201001,66.0,86.0,0.30303030303030304
2020,20201101,87.0,207.0,1.3793103448275863
2020,20200801,774.0,1056.0,0.3643410852713178
2020,20200901,1063.0,1225.0,0.1523988711194732
2020,20201001,1243.0,1490.0,0.19871279163314562
2020,20201101,1497.0,1746.0,0.16633266533066132
2020,20200801,16952.0,21785.0,0.2850991033506371
2020,20200901,22005.0,27424.0,0.2462622131333788
2020,20201001,27600.0,34104.0,0.23565217391304347
2020,20201101,34517.0,44809.0,0.29817191528811887
2020,20200801,1276.0,1514.0,0.1865203761755486
2020,20200901,1525.0,1795.0,0.17704918032786884
2020,20201001,1798.0,2306.0,0.2825361512791991
2020,20201101,2329.0,3425.0,0.47058823529411764
2020,20200801,271.0,492.0,0.8154981549815498
2020,20200901,517.0,1010.0,0.9535783365570599
2020,20201001,1017.0,1357.0,0.3343166175024582
2020,20201101,1357.0,1793.0,0.3212969786293294
2020,20200801,84.0,111.0,0.32142857142857145
2020,20200901,111.0,135.0,0.21621621621621623
2020,20201001,136.0,223.0,0.6397058823529411
2020,20201101,223.0,242.0,0.08520179372197309
2020,20200801,117.0,123.0,0.05128205128205128
2020,20200901,122.0,128.0,0.04918032786885246
2020,20201001,128.0,143.0,0.1171875
2020,20201101,143.0,173.0,0.2097902097902098
2020,20200801,156.0,213.0,0.36538461538461536
2020,20200901,216.0,373.0,0.7268518518518519
2020,20201001,379.0,921.0,1.4300791556728232
2020,20201101,945.0,1291.0,0.36613756613756615
2020,20200801,3418.0,4081.0,0.19397308367466354
2020,20200901,4101.0,4469.0,0.0897342111680078
2020,20201001,4481.0,5055.0,0.12809640705199732
2020,20201101,5085.0,5782.0,0.13706981317600786
2020,20200801,15083.0,24963.0,0.6550421003779089
2020,20200901,25185.0,28621.0,0.13643041492952154
2020,20201001,28706.0,31594.0,0.10060614505678256
2020,20201101,31594.0,34858.0,0.10331075520668481
2020,20200801,27.0,70.0,1.5925925925925926
2020,20200901,71.0,177.0,1.4929577464788732
2020,20201001,186.0,343.0,0.8440860215053764
2020,20201101,348.0,465.0,0.33620689655172414
2020,20200801,17858.0,24891.0,0.39382909620338225
2020,20200901,25063.0,27684.0,0.10457646730239796
2020,20201001,27790.0,33719.0,0.21335012594458438
2020,20201101,33817.0,37477.0,0.10822958866842121
2020,20200801,25.0,86.0,2.44
2020,20200901,89.0,190.0,1.1348314606741574
2020,20201001,197.0,622.0,2.1573604060913705
2020,20201101,657.0,1116.0,0.6986301369863014
2020,20200801,140.0,207.0,0.4785714285714286
2020,20200901,209.0,249.0,0.19138755980861244
2020,20201001,250.0,431.0,0.724
2020,20201101,442.0,716.0,0.6199095022624435
2020,20200801,56.0,120.0,1.1428571428571428
2020,20200901,120.0,157.0,0.30833333333333335
2020,20201001,159.0,238.0,0.4968553459119497
2020,20201101,239.0,266.0,0.11297071129707113
2020,20200801,282.0,311.0,0.10283687943262411
2020,20200901,311.0,339.0,0.09003215434083602
2020,20201001,339.0,365.0,0.07669616519174041
2020,20201101,367.0,408.0,0.11171662125340599
2020,20200801,138.0,184.0,0.3333333333333333
2020,20200901,187.0,301.0,0.6096256684491979
2020,20201001,312.0,642.0,1.0576923076923077
2020,20201101,647.0,1045.0,0.615146831530139
2020,20200801,22.0,34.0,0.5454545454545454
2020,20200901,34.0,53.0,0.5588235294117647
2020,20201001,52.0,94.0,0.8076923076923077
2020,20201101,95.0,183.0,0.9263157894736842
2020,20200801,43.0,63.0,0.46511627906976744
2020,20200901,63.0,75.0,0.19047619047619047
2020,20201001,76.0,113.0,0.4868421052631579
2020,20201101,117.0,166.0,0.4188034188034188
2020,20200801,79.0,93.0,0.17721518987341772
2020,20200901,92.0,99.0,0.07608695652173914
2020,20201001,99.0,131.0,0.32323232323232326
2020,20201101,131.0,173.0,0.32061068702290074
2020,20200801,864.0,1092.0,0.2638888888888889
2020,20200901,1095.0,1473.0,0.3452054794520548
